
21.44,11.61,37.50
22.34,9.96,36.60
21.89,10.26,37.05
19.64,9.81,36.45
22.34,9.21,37.65
21.59,8.46,38.10
22.49,8.61,38.25
20.54,9.21,37.35
22.64,9.21,36.60
21.59,9.96,37.05
22.64,7.41,37.05
22.19,9.81,37.50
22.19,8.31,36.45
22.79,8.61,36.75
22.64,8.46,37.65
20.54,9.21,37.35
21.74,7.56,37.50
21.89,9.66,37.65
21.89,8.16,38.10
22.34,10.26,38.40
21.59,9.66,37.35
21.89,9.66,37.65
22.19,9.81,37.50
22.34,8.91,37.35
21.74,11.31,37.80
21.89,9.96,37.65
21.89,9.21,37.65
22.19,9.06,35.40
22.64,9.21,38.10
21.14,8.31,37.50
20.54,8.16,37.65
22.34,9.96,37.65
22.64,9.66,36.60
21.29,9.96,38.40
23.09,9.66,37.35
21.14,8.61,37.80
20.54,8.16,38.10
21.59,9.96,37.65
21.59,8.46,38.10
22.49,9.81,36.75
21.89,9.66,36.30
21.44,9.06,37.50
21.74,9.81,36.45
20.54,8.91,37.35
22.49,9.06,38.55
21.59,9.96,37.65
21.14,8.61,37.50
20.84,8.46,37.35
21.14,8.61,37.80
21.89,9.21,36.60
22.19,9.06,37.50
22.19,9.06,37.80
22.34,8.46,37.35
21.74,8.61,37.80
21.59,9.21,36.60
21.74,9.36,37.50
21.89,9.21,37.35
21.74,9.81,37.20
20.84,9.21,37.05
22.49,10.56,38.25
23.09,9.96,36.30
22.19,9.81,36.45
21.89,10.26,37.65
23.69,7.41,37.35
21.74,9.36,37.50
23.39,8.16,37.35
21.59,8.16,39.00
21.59,8.91,38.10
20.84,8.46,37.35
22.79,9.06,36.75
21.89,8.16,36.30
22.79,9.06,37.80
22.19,8.01,36.15
22.79,8.61,36.75
22.34,8.46,37.05
21.44,8.61,36.75
22.34,8.16,38.10
21.44,9.36,38.85
22.19,8.61,37.80
21.44,8.61,37.80
22.49,8.61,38.25
22.49,8.31,36.15
22.34,8.91,37.05
23.39,7.71,37.65
22.64,7.71,36.30
23.24,8.61,38.25
22.34,9.21,37.35
23.69,8.16,37.35
22.64,8.91,37.65
23.24,8.01,37.20
21.89,10.26,37.35
21.74,6.81,36.75
20.84,8.16,38.10
22.49,6.51,37.50
22.49,8.01,37.50
22.64,9.21,37.65
22.49,8.01,36.75
23.24,8.61,37.20
22.19,9.06,38.55
22.49,7.56,37.20
21.59,8.16,38.10
23.09,8.46,38.40
21.89,9.21,36.60
22.49,8.01,37.20
23.24,9.06,37.80
20.84,8.46,36.60
21.14,9.36,37.20
22.49,8.31,37.20
21.29,7.71,38.10
21.89,8.46,36.30
21.74,9.36,37.20
23.24,8.31,35.85
21.89,8.91,37.65
23.24,8.01,36.45
22.64,8.16,35.55
22.79,8.61,37.20
21.29,7.11,37.35
21.89,7.41,37.35
23.54,8.61,35.85
21.44,8.61,36.75
23.39,9.21,36.30
22.49,7.56,38.25
21.74,8.61,37.50
22.64,8.16,36.00
21.14,8.61,38.55
21.89,8.91,37.05
23.24,7.56,38.25
21.59,7.71,37.35
21.44,7.56,37.80
22.34,8.91,37.65
21.89,8.46,37.65
23.24,8.31,36.45
21.89,8.91,37.35
22.49,8.61,36.15
21.89,8.91,37.65
21.74,8.61,37.20
22.79,8.01,38.85
22.64,7.41,37.35
23.69,9.21,37.65
22.19,9.36,36.15
23.54,8.31,36.75
22.49,7.26,36.45
23.39,9.21,37.35
23.09,8.16,38.10
23.24,8.31,36.75
21.89,8.16,37.65
21.44,9.81,37.50
23.24,8.01,37.50
21.89,9.66,36.00
21.29,7.71,38.10
23.24,7.56,38.25
23.84,10.11,36.15
21.44,9.06,37.20
22.49,9.06,36.75
22.34,9.21,36.00
22.34,9.21,37.05
22.64,8.91,37.65
21.59,9.21,37.35
22.79,9.06,36.75
21.44,8.61,37.20
22.49,8.01,36.45
22.34,7.41,36.60
23.54,8.01,37.20
22.34,7.11,37.35
22.49,8.31,36.15
22.19,8.61,36.75
21.14,8.61,36.75
21.59,8.91,36.60
23.24,8.61,37.20
20.69,8.01,37.80
21.89,8.16,37.05
22.19,8.01,37.50
22.19,8.01,38.25
21.89,9.21,36.60
22.64,9.21,37.35
21.89,9.21,36.00
21.74,9.81,36.75
22.49,7.26,37.50
21.59,10.26,37.35
22.19,8.61,37.20
23.09,8.91,38.10
23.09,8.91,37.05
22.64,8.91,37.35
22.34,8.46,36.00
23.39,8.91,37.05
23.69,9.21,37.05
22.79,9.06,36.75
21.74,9.36,37.20
22.64,9.66,36.00
22.19,7.56,37.20
22.19,9.36,37.50
21.14,9.06,37.50
21.74,8.61,36.75
21.89,8.16,36.30
21.29,7.41,37.65
23.24,8.31,37.50
22.34,8.16,37.05
22.34,9.96,38.10
23.54,8.31,37.50
23.54,6.81,37.05
22.49,9.06,37.50
22.79,9.06,36.15
22.34,7.41,38.10
22.19,9.06,38.55
22.19,8.31,36.75
22.64,7.71,37.35
22.64,8.91,36.30
21.74,8.61,37.20
21.44,9.36,37.20
21.59,8.91,37.35
20.84,8.91,36.60
23.24,8.61,37.20
21.29,7.71,37.05
22.49,8.31,37.50
22.34,8.16,36.60
23.39,8.91,38.40
21.59,8.91,37.35
21.74,7.56,36.75
21.89,9.21,35.55
23.24,7.26,37.80
21.89,9.21,37.35
21.74,7.26,37.80
22.64,8.46,38.10
22.19,7.56,37.80
22.79,9.36,37.80
21.59,8.91,37.05
21.59,8.91,36.30
22.79,9.06,35.85
22.34,8.91,35.55
22.49,8.01,36.15
22.64,8.91,37.35
21.44,8.01,36.75
21.59,9.66,37.65
21.74,8.31,38.25
21.89,9.21,37.65
21.14,8.01,36.75
21.44,9.81,37.80
21.59,8.46,37.65
23.84,8.61,37.20
21.59,9.96,37.05
22.64,8.46,37.05
23.54,8.31,36.75
22.64,8.46,37.35
21.14,7.56,36.75
22.34,9.66,37.35
23.39,8.91,37.35
23.09,8.16,37.35
24.44,8.16,38.10
23.09,9.21,37.35
22.64,9.21,37.65
22.19,7.26,36.75
22.34,7.41,37.05
22.49,9.06,37.20
24.44,8.46,37.05
21.89,8.91,36.30
22.49,7.56,37.50
20.54,8.16,37.05
23.54,9.06,36.45
21.44,9.06,37.80
22.19,8.31,37.20
21.44,8.31,37.50
21.29,7.71,36.30
23.09,9.66,37.05
23.09,8.91,37.05
21.74,7.56,36.15
22.19,9.36,37.20
22.64,7.41,38.70
21.89,8.91,38.10
22.64,9.21,37.35
22.79,8.01,37.50
22.79,8.31,36.45
22.79,8.61,37.80
21.74,8.61,36.75
22.64,7.71,38.10
21.74,7.26,38.25
21.74,8.31,36.75
22.79,8.61,36.45
22.49,9.06,36.75
21.74,8.31,37.50
22.19,9.06,36.45
21.74,9.81,37.50
22.49,9.06,37.50
22.79,8.31,36.75
22.49,9.06,36.15
23.09,8.46,37.65
23.24,8.31,36.75
22.49,9.36,36.75
21.59,9.66,37.05
22.34,8.91,37.05
21.14,8.31,37.50
23.84,9.06,37.20
22.49,8.61,36.15
22.19,9.06,36.45
21.74,7.26,38.25
22.79,9.06,37.20
21.59,7.71,36.60
21.14,9.81,36.75
22.49,8.01,37.20
22.49,10.11,38.55
21.89,8.46,37.35
22.19,9.06,37.80
21.59,8.01,37.20
21.89,9.66,37.35
21.59,8.91,37.05
21.74,9.06,36.75
21.89,8.16,37.35
21.74,7.56,37.80
20.69,8.31,38.25
22.64,8.91,37.05
22.64,8.46,35.55
20.84,8.16,38.40
22.64,8.16,37.35
22.19,8.31,37.50
22.49,8.61,37.20
22.79,7.56,36.75
22.34,8.16,38.40
23.69,8.16,37.35
23.24,8.31,36.75
22.19,8.61,37.50
23.69,9.21,36.60
21.74,9.36,39.60
22.79,8.61,37.80
22.64,9.21,36.30
22.49,8.31,37.50
21.59,8.16,36.60
21.74,8.31,37.80
20.84,8.46,36.60
22.49,8.01,37.20
20.24,9.21,37.05
22.64,9.21,37.35
22.64,9.21,37.65
20.84,9.21,37.05
22.64,9.21,36.30
22.34,9.66,37.05
22.34,8.16,36.00
22.49,8.61,36.45
21.29,9.66,37.65
21.59,7.41,37.35
21.74,9.06,37.50
22.19,10.11,36.75
22.64,7.11,37.65
21.89,8.91,36.60
22.34,8.91,36.60
21.44,8.61,36.15
22.34,7.41,38.70
23.09,8.16,37.35
22.19,8.61,36.15
22.49,9.36,37.80
22.49,8.01,38.25
21.89,8.46,37.35
23.24,9.06,36.45
21.74,8.01,38.25
22.79,7.56,37.50
22.79,8.61,37.20
22.49,8.31,37.50
21.74,9.36,36.75
22.64,8.16,36.60
22.64,8.91,37.65
22.34,8.46,36.60
22.34,9.66,36.30
23.69,8.46,38.40
21.74,8.61,37.50
22.49,8.61,37.80
23.54,9.06,37.20
21.89,8.16,37.35
23.09,7.71,35.25
20.84,9.21,37.65
21.89,7.41,38.10
21.89,8.91,38.10
21.59,7.71,37.35
21.59,8.91,36.30
21.59,8.91,37.05
21.29,9.66,34.95
22.34,7.71,37.65
21.29,8.16,36.30
21.29,9.21,36.60
21.74,8.01,36.75
22.19,8.01,37.50
21.89,8.16,37.35
21.44,9.36,37.20
22.19,8.31,37.20
21.74,8.31,37.50
22.19,9.06,38.55
22.49,8.31,37.80
22.79,8.31,37.20
21.89,8.46,37.05
22.49,7.56,36.75
22.79,6.81,36.75
21.29,8.16,37.35
21.59,9.21,36.60
22.34,9.66,38.10
23.54,8.01,36.45
22.34,8.91,37.35
20.69,8.01,37.80
22.34,7.71,36.60
20.39,8.01,38.25
21.29,9.66,37.05
20.84,7.41,37.05
20.54,8.46,37.05
21.59,8.91,37.35
21.89,8.46,36.60
22.19,8.31,36.45
20.84,8.91,37.05
22.79,8.31,36.75
22.49,6.51,37.50
22.19,8.01,37.20
21.74,7.56,36.15
22.49,9.36,36.45
21.89,8.91,36.00
23.09,9.21,36.60
22.34,8.16,37.35
22.34,8.46,37.05
22.19,8.61,37.50
22.19,8.31,36.45
21.89,7.41,37.05
21.44,8.31,36.75
22.79,6.06,37.80
21.89,7.41,36.30
22.79,8.01,37.50
21.59,7.71,37.05
23.69,8.16,37.05
21.74,7.56,37.80
21.44,8.01,36.75
21.44,8.01,36.15
23.54,6.81,37.80
21.89,8.91,37.65
21.14,8.01,36.45
21.89,8.16,37.65
22.64,7.41,36.60
21.44,8.31,36.75
21.89,8.16,36.60
22.79,10.56,37.20
22.64,8.91,37.05
21.59,8.16,38.10
21.74,8.61,36.75
22.19,9.06,37.80
22.64,8.16,38.10
21.59,9.66,37.65
24.29,8.01,36.45
21.89,9.66,37.05
20.84,9.66,37.05
20.39,8.61,37.80
22.64,7.41,37.05
21.14,9.36,36.75
21.74,8.01,38.25
21.74,8.01,36.75
22.49,8.61,38.55
22.49,8.31,37.20
22.19,7.26,37.20
21.74,7.56,38.55
21.29,8.91,38.70
21.89,6.66,38.40
21.44,9.06,38.25
22.19,9.06,38.25
21.29,8.16,37.35
21.59,7.11,37.05
22.49,8.31,38.25
23.09,8.91,37.65
21.74,8.31,36.75
21.74,8.61,36.15
21.29,8.46,37.35
22.64,9.66,36.60
21.59,7.41,37.35
20.69,7.26,36.15
21.44,8.31,36.75
22.19,8.31,36.15
20.54,8.16,36.00
21.44,9.06,36.45
22.34,8.46,36.00
21.74,8.01,38.55
23.39,8.46,38.70
21.59,8.46,36.00
21.89,8.16,37.65
22.19,9.21,38.10
21.89,8.46,37.35
22.19,8.01,37.50
21.74,7.11,37.05
22.79,8.31,37.20
21.14,9.36,37.20
21.59,9.21,37.35
22.64,8.91,36.60
21.74,9.36,36.75
21.59,8.16,37.65
21.44,8.61,36.75
21.74,7.56,37.50
21.74,10.56,36.75
22.34,9.21,37.35
22.64,7.71,35.55
22.49,8.61,35.85
22.19,8.01,37.50
22.19,8.61,37.20
23.39,8.16,37.35
21.89,8.46,38.40
22.19,8.61,36.15
21.89,7.71,37.65
22.49,9.36,37.20
23.24,8.31,36.15
21.89,7.41,37.05
23.09,8.91,37.65
21.89,8.16,37.05
21.59,8.91,37.05
21.29,8.16,36.30
21.74,9.81,36.75
22.49,9.36,36.75
22.19,8.01,37.50
22.34,8.16,37.35
23.09,8.16,36.60
22.79,8.61,37.50
22.64,8.91,37.05
20.84,8.46,37.35
21.29,8.16,37.05
22.19,8.31,36.45
21.14,8.61,38.25
23.69,8.91,37.65
21.44,7.26,36.75
21.89,7.41,37.65
22.64,7.41,37.05
22.79,8.31,36.75
21.74,7.56,37.80
21.74,8.61,37.50
22.64,8.16,37.35
22.79,9.36,37.20
21.74,8.01,37.50
21.89,7.71,37.65
21.29,8.46,36.60
22.34,7.71,37.35
23.09,8.46,37.35
22.49,8.61,38.25
22.34,8.91,36.00
22.64,9.96,37.35
21.89,8.46,37.05
21.89,8.91,37.65
21.29,9.66,37.35
21.89,7.11,37.35
22.34,7.71,37.35
23.24,9.81,36.75
22.49,7.56,37.20
21.14,9.06,37.20
21.29,8.46,36.30
21.29,8.46,37.65
21.89,8.16,37.65
22.34,8.16,36.60
22.64,7.11,37.65
22.19,8.01,37.20
22.34,8.46,36.60
21.59,8.91,37.35
21.89,9.66,37.65
22.79,9.36,37.20
21.44,8.01,37.50
21.14,8.61,37.50
22.79,9.36,37.20
21.74,9.06,37.80
22.79,9.06,36.45
21.14,7.56,37.20
21.44,8.31,36.75
22.79,9.36,36.75
22.34,8.91,36.60
21.89,8.16,37.35
23.54,8.01,36.75
20.84,9.21,37.65
22.34,9.66,38.10
22.34,7.41,37.65
22.49,9.36,36.75
23.54,9.06,37.20
21.59,8.91,37.65
21.59,8.46,38.10
24.14,8.46,36.60
22.49,9.36,36.75
22.49,9.81,37.50
22.79,8.31,37.20
22.19,8.61,37.50
21.14,9.36,37.20
23.09,8.16,37.65
21.89,8.91,37.65
22.34,7.71,36.30
21.89,8.91,37.05
22.34,8.46,36.60
21.59,9.21,36.30
20.69,8.01,37.50
22.49,8.61,37.80
22.64,9.21,37.65
21.74,8.01,37.80
22.34,9.21,36.60
21.74,8.61,39.30
21.89,9.21,37.65
22.19,8.61,38.55
22.79,7.56,37.50
22.49,8.31,38.25
21.89,9.66,36.60
22.19,7.26,35.85
21.44,8.31,37.20
22.19,8.31,37.20
22.64,9.21,37.65
21.59,8.46,37.05
22.19,8.01,35.85
22.64,7.71,37.05
22.49,8.31,38.55
21.14,9.81,36.45
21.14,8.31,37.50
21.59,8.91,37.35
21.14,8.31,36.75
22.34,8.16,37.35
22.64,9.66,36.30
22.19,8.01,37.50
23.39,8.91,37.05
24.29,9.36,38.55
21.59,8.46,38.10
21.29,8.16,37.65
23.24,10.56,37.80
22.49,9.81,37.50
21.74,11.61,36.45
22.79,8.31,37.50
23.24,9.81,36.15
22.49,9.36,37.20
21.89,9.66,37.35
22.49,9.36,38.55
21.89,9.66,37.65
21.59,9.96,37.65
23.09,10.26,37.65
22.19,10.56,36.75
22.49,8.31,37.20
20.39,10.11,37.80
21.59,8.46,37.05
21.44,10.11,36.75
22.64,8.91,37.35
23.09,8.91,37.05
22.19,9.06,38.25
22.79,7.26,37.20
21.74,8.61,37.80
23.39,9.66,38.10
22.34,8.16,37.05
22.19,9.36,38.55
23.24,10.11,36.75
22.79,9.06,37.50
21.89,8.91,37.35
21.29,8.46,37.65
21.89,8.46,37.35
21.74,10.11,36.45
22.64,8.91,37.65
21.14,9.81,38.85
22.79,8.01,37.50
22.79,6.81,36.45
22.19,8.61,38.25
22.79,8.01,38.25
21.74,8.31,37.80
21.74,7.56,36.75
22.19,9.81,36.75
22.64,10.71,37.65
21.59,8.91,36.30
21.89,8.46,37.35
21.89,9.66,37.65
22.19,8.61,37.50
21.89,8.46,37.05
21.89,9.21,38.10
21.74,9.36,37.35
23.54,9.06,37.20
22.19,7.26,37.50
21.59,8.16,36.75
21.59,8.46,37.65
22.49,8.01,36.45
22.79,7.56,36.75
22.64,7.41,37.05
22.19,8.01,37.20
21.44,7.56,37.20
22.49,9.06,37.80
23.24,8.31,36.75
22.64,9.66,37.05
22.19,8.01,36.45
22.19,9.06,36.45
22.64,8.16,38.10
22.49,9.36,36.75
21.74,8.61,36.15
21.59,8.46,37.35
21.59,9.21,37.35
22.64,8.46,37.05
21.44,8.61,36.75
22.34,8.46,37.65
21.14,8.31,37.80
23.39,9.21,37.65
22.19,8.61,36.75
22.34,9.21,38.10
21.29,8.46,36.60
23.39,8.46,36.60
22.19,8.31,37.50
22.49,8.31,37.80
23.24,8.61,37.20
21.44,9.36,37.80
22.79,9.06,37.20
22.49,9.36,36.45
22.49,8.61,37.80
22.34,8.46,36.60
21.29,8.46,38.10
23.69,8.16,37.35
22.34,8.16,37.35
20.84,9.66,37.05
22.34,9.66,38.70
23.24,9.06,36.75
22.19,9.06,37.50
21.44,9.06,36.75
23.24,9.06,36.45
23.54,9.06,37.50
20.84,8.46,38.10
23.24,9.81,37.80
21.89,7.41,38.40
21.74,9.81,37.50
21.74,8.31,37.80
22.49,9.06,36.45
21.74,8.31,37.80
22.34,8.46,37.35
23.24,9.06,36.15
22.19,8.61,36.15
23.39,8.91,37.65
22.64,9.21,36.30
23.09,8.91,37.65
22.79,9.81,38.25
22.34,9.66,37.65
22.64,9.66,38.10
23.24,8.61,36.75
21.74,10.11,37.80
20.69,9.06,36.75
22.64,9.96,37.35
22.64,8.46,37.35
21.74,9.06,36.45
22.34,8.16,37.65
22.64,7.71,37.65
21.89,8.46,37.05
21.74,8.61,37.80
21.59,8.16,37.35
22.34,10.26,37.65
22.64,9.21,38.10
22.34,8.91,36.30
22.79,9.06,36.75
22.34,8.46,37.35
20.54,9.66,37.65
22.34,8.91,38.10
22.34,9.96,37.65
23.09,8.16,36.60
22.19,8.31,37.50
22.64,8.46,38.40
21.59,8.16,37.35
22.19,8.31,37.50
21.89,9.96,38.10
22.49,8.01,37.20
21.74,9.36,36.15
22.19,8.61,36.15
22.34,7.71,37.05
22.19,8.31,36.45
21.44,7.26,36.15
21.59,8.16,37.35
20.54,8.46,37.35
22.34,9.21,37.65
24.14,10.71,36.00
22.64,8.16,37.05
22.19,9.36,37.50
21.29,8.46,38.10
20.54,9.21,36.60
22.49,8.31,37.20
22.64,8.91,36.30
22.19,8.31,38.25
21.44,9.06,36.45
23.09,8.46,38.10
20.84,8.46,37.05
22.19,8.61,35.85
21.14,7.26,37.50
22.64,8.91,37.05
21.29,8.91,37.65
22.34,7.41,36.30
21.44,8.31,36.45
22.34,8.91,36.60
21.74,8.61,36.15
21.59,9.21,38.10
21.44,8.61,37.50
21.89,8.46,37.35
22.79,9.06,36.75
21.14,7.26,36.45
22.79,9.36,37.50
21.89,8.46,37.05
22.34,8.46,37.35
22.64,9.21,38.10
23.09,9.21,36.60
21.44,8.01,37.50
21.74,9.36,37.20
22.34,9.66,38.10
21.74,9.06,37.20
23.09,8.46,37.05
22.19,8.01,37.20
21.44,9.81,37.50
23.09,8.46,37.35
22.19,8.61,36.75
22.34,8.91,37.35
21.74,8.61,37.20
22.79,10.56,36.15
22.49,9.06,38.25
21.89,9.21,36.00
21.29,9.21,38.10
21.74,8.61,37.50
23.54,8.01,36.75
22.19,9.81,38.25
22.49,9.06,36.75
22.19,9.06,37.80
20.69,8.61,36.45
21.59,8.91,37.05
21.74,8.01,37.20
21.44,9.06,37.20
21.29,8.16,37.35
20.54,9.21,35.55
21.14,8.01,36.45
21.59,7.41,36.60
22.34,8.46,38.40
24.29,8.01,37.80
22.79,9.36,37.80
21.89,8.16,37.05
21.59,7.41,36.60
21.74,9.06,37.20
22.34,7.11,37.65
22.49,9.36,37.20
22.34,7.71,36.60
23.54,8.31,37.50
21.74,8.61,36.45
22.49,8.61,37.20
23.69,7.71,37.35
21.89,9.66,37.35
22.79,8.61,37.20
22.64,8.16,37.65
23.24,10.11,39.30
23.39,9.96,37.05
22.64,9.66,37.05
22.19,8.61,36.75
21.89,9.21,37.05
22.49,8.31,38.25
20.84,8.46,36.60
22.64,9.66,38.10
22.34,9.66,37.05
22.49,8.01,37.80
23.09,8.16,37.35
22.34,9.66,37.05
22.79,9.06,36.75
22.49,9.06,38.85
22.64,8.16,36.60
21.44,10.56,37.20
22.34,9.66,36.30
21.89,8.91,37.05
20.84,10.26,38.70
21.44,9.36,36.75
23.09,7.71,38.10
22.19,8.31,36.75
23.09,9.21,37.35
22.64,8.16,37.35
21.74,8.31,36.75
21.74,9.36,38.25
21.29,9.21,36.30
21.74,9.06,36.45
22.49,9.06,37.20
22.79,9.36,36.45
21.89,8.46,37.05
22.34,8.46,37.05
22.34,8.46,38.10
22.34,8.91,36.60
23.09,8.46,37.35
22.19,7.56,37.50
22.64,8.46,36.30
22.64,9.21,37.05
22.49,9.36,36.75
22.19,8.61,37.20
23.39,9.66,37.35
21.44,9.36,36.75
22.34,7.41,37.65
21.89,8.46,36.60
21.89,8.46,38.10
23.24,9.06,36.75
22.64,7.71,37.65
21.74,7.56,37.50
23.39,8.16,36.60
21.59,10.26,37.35
22.49,8.31,38.25
22.79,8.31,36.45
23.24,8.31,37.20
23.39,9.96,36.00
21.29,9.96,37.05
23.24,8.01,36.45
22.64,9.66,37.05
21.74,8.61,35.85
22.79,8.61,36.15
21.59,8.16,38.10
22.19,9.81,37.80
22.34,10.26,36.60
21.89,8.16,37.65
22.19,8.61,37.20
22.64,8.16,37.35
20.84,8.91,37.05
22.34,8.91,38.10
22.64,8.91,37.35
22.34,8.16,38.10
22.79,10.56,37.50
21.59,9.66,36.60
22.34,8.91,36.30
21.59,8.46,38.70
22.49,9.06,37.50
23.69,8.16,37.05
21.74,9.06,36.15
21.44,7.56,37.50
22.34,7.11,37.35
22.19,8.31,37.50
21.29,8.91,38.10
21.44,9.06,37.50
23.09,7.11,36.60
21.74,9.36,37.20
23.39,11.76,38.10
22.64,8.91,38.10
22.64,9.66,36.60
21.74,8.31,36.75
22.34,8.46,37.05
22.19,8.31,36.75
21.74,8.31,37.20
22.49,8.61,36.45
21.29,8.46,37.05
22.79,9.06,37.20
22.64,9.66,37.35
22.79,8.31,35.85
22.34,9.21,37.65
22.34,8.16,36.00
21.74,9.06,36.75
21.44,8.31,36.75
22.49,8.61,36.75
22.19,9.06,36.75
21.59,10.26,38.10
22.19,10.56,36.75
